Data,Label
আহ! প্রথমে যতটুকু আনন্দ পেয়েছিলামশেষে অনেক কষ্ট পেলামদুই চোখ দিয়ে পানি চলে আসলো। মানুষ ভালোবাসে ঠিকি কিন্তু নিষ্ঠুর এই পৃথিবীতে সবাই তার ভালোবাসা পায়না।কারো ভালোবাসা হারিয়ে যায় নিয়তির টানেআর কারো ভালোবাসা হারিয়ে যায় স্বর্থের টানে।সত্যিই নাটক টা দেখে অনেক ইমোশনাল হয়ে গেলাম।মন থেকে ভালোবাসা রইলো সকল কুলাকোশলির জন্য।,1
হাসি vS কান্না....  শেষ সিনটা অনেক ভাল লাগছে,1
ভাইজান ;অসাধারণ তুমিঅসাধারণ।,1
নাটকটা অনেক ভালো  লাগছে,1
অসাধারন গল্পনিশো ও তিশা অনবদ্য,1
নাটকটা ছিল অসাধারন।শেষটা দেখে চোখে পানি এসে গেল।,1
নাটক টা যে এত ভালো হবে আমি মনে করি নি.. সত্যি শেষ সময় টা দেখে আমার চোখে পানি চলে এল.. Love,1
নাটকটা বেস্ট ।,1
অসাধারন শেষ দৃশ্য টাখুব বলে লেগেছে,1
অসাধারণ  নাটক টি.........?,1
অসাধারণ নাটকটি,1
ধন্যবাদ সবাইকে The End নাটকটি উপভোগ করার জন্য।এবং আরোও ধন্যবাদ জানাই আমাদেরকে এত এত সাপোর্ট আর ভালবাসার জন্য।আমাদের জন্য সবাই দোয়া করবেন।,1
অসাধারন একটি নাটক। শেষের অংশটুকুতে চোখে জল এসে গেল। সত্যিকারের প্রেম এমনি হয়। Nisho vai is a best actor.....,1
জিয়াউল হক পলাশ(কাবিলা) ডাইরেকশন দিবে আর নিশো ভাই অভিনয় করবে সেটা কি আর ভাল না হয়ে থাকে?....অনেক ভাল হয়েছে,1
শেষ টুকু খুব ভালো লাগছে,1
এক কথায় অসাধারণ নাটক,1
শেষটা খুবই সুন্দর হয়েছে....এগিয়ে যান নিশো ভাই আর তিশা আপু,1
কাহিনী টা অনেক সুন্দর হয়েছে। ধন্যবাদ নির্মাতাকে।,1
কাহিনী টা দারুন... শেষের অংশে আমি ফেঁসে গেছি......,1
চরম নাটক।খুব ভাল হইছে,1
ঈদের বেস্ট নাটক। বেস্ট স্টোরি। বেস্ট পার্ফরমেন্স!,1
ভালো লেগেছে তবে ঈদের best নাটক "২২ শে এপ্রিল",1
দারুন অ‌ভিনয় কর‌ছে নায়িকা । একদম বাস্তব‌ধমী অ‌ভিনয়,1
অনেক ভাল নাটক,1
নিসো ভাই অনেক ভাল,1
বেষ্ট ছিলো পরিচালক কে ধন্যবাদ এমন একটা নাটক দেওয়ার জন্য।।পরিচালক এর জন্য লাইক হবে একটা দেও তারা তারি,1
